case_num,date_filed,status,num_employees,location,nlrb_region,case_url,charged_party
05-CA-271900,01/28/2021,Open,90,"Columbia, MD","Region 05, Baltimore, Maryland",https://www.nlrb.gov/case/05-CA-271900,Ecology Services
15-CA-271908,01/28/2021,Open,39,"Jackson, TN","Region 15, New Orleans, Louisiana",https://www.nlrb.gov/case/15-CA-271908,United States Postal Service
13-CA-271965,01/28/2021,Open,145,"Chicago, IL","Region 13, Chicago, Illinois",https://www.nlrb.gov/case/13-CA-271965,Go Airport Express
14-CA-271949,01/28/2021,Open,20,"Norman, OK","Region 14, Saint Louis, Missouri",https://www.nlrb.gov/case/14-CA-271949,Autism In Motion Clinics LLC
01-CA-271903,01/28/2021,Open,6,"Fall River, MA","Region 01, Boston, Massachusetts",https://www.nlrb.gov/case/01-CA-271903,LAUNDROMAX
12-CA-271963,01/28/2021,Open,200,"Catano, PR","Region 12, Tampa, Florida",https://www.nlrb.gov/case/12-CA-271963,United States Postal Service
12-CB-271913,01/28/2021,Open,100,"San Juan, PR","Region 12, Tampa, Florida",https://www.nlrb.gov/case/12-CB-271913,"International Longshoremen's Association, Local 1740 (Luis Ayala Colon & Sucrs., Inc.)"
22-CB-271952,01/28/2021,Open,7,"Englewood, NJ","Region 22, Newark, New Jersey",https://www.nlrb.gov/case/22-CB-271952,United Brotherhood of Carpenters and Joiners America Shop & Industrial Local 2790 (Versatile Services)
13-CB-271927,01/28/2021,Closed,15,"Elmhurst, IL","Region 13, Chicago, Illinois",https://www.nlrb.gov/case/13-CB-271927,"International Union of Operating Engineers, Local 150"
08-CA-271919,01/28/2021,Open,260,"Canton, OH","Region 08, Cleveland, Ohio",https://www.nlrb.gov/case/08-CA-271919,Republic Steel
13-CB-271966,01/28/2021,Open,25,"Chicago, IL","Region 13, Chicago, Illinois",https://www.nlrb.gov/case/13-CB-271966,Teamsters Local 781
09-CB-272011,01/28/2021,Open,54,"Louisville, KY","Region 09, Cincinnati, Ohio",https://www.nlrb.gov/case/09-CB-272011,"NATIONAL ASSOCIATION OF LETTER CARRIERS, AFL-CIO (NALC), LOCAL 14 (United States Postal Service)"
18-CA-271962,01/28/2021,Open,600,"Saint Paul, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-271962,"Summit Orthopedics, Ltd."
29-CB-271911,01/28/2021,Open,250,"Syosset, NY","Region 29, Brooklyn, New York",https://www.nlrb.gov/case/29-CB-271911,International Brotherhood of Teamsters Local 917 (Southern Glazer Wine and Spirits of New York)
03-CA-271918,01/28/2021,Open,95,"Fort Drum, NY","Region 03, Buffalo, New York",https://www.nlrb.gov/case/03-CA-271918,Dyncorp International
05-CA-272087,01/28/2021,Open,20,"Owings, MD","Region 05, Baltimore, Maryland",https://www.nlrb.gov/case/05-CA-272087,United States Postal Service
05-CA-272111,01/28/2021,Open,20,"Owings, MD","Region 05, Baltimore, Maryland",https://www.nlrb.gov/case/05-CA-272111,United States Postal Service
01-CB-272118,01/28/2021,Open,300,"Boston, MA","Region 01, Boston, Massachusetts",https://www.nlrb.gov/case/01-CB-272118,"INTERNATIONAL BROTHERHOOD OF TEAMSTERS LOCAL 25 (Netflix Productions, LLC)"
20-CA-271981,01/27/2021,Open,45,"Burlingame, CA","Region 20, San Francisco, California",https://www.nlrb.gov/case/20-CA-271981,CSI Electrical Contractors Inc.
16-CA-271881,01/27/2021,Open,31,"Waco, TX","Region 16, Fort Worth, Texas",https://www.nlrb.gov/case/16-CA-271881,AT&T
15-CB-271898,01/27/2021,Open,0,"Little Rock, AR","Region 15, New Orleans, Louisiana",https://www.nlrb.gov/case/15-CB-271898,Security Police and Fire Professionals of America
01-CA-271845,01/27/2021,Open,20,"Everett, MA","Region 01, Boston, Massachusetts",https://www.nlrb.gov/case/01-CA-271845,EXXONMOBIL REFINING AND SUPPLY COMPANY
02-CB-271956,01/27/2021,Open,13,"Poukeepsie, NY","Region 02, New York, New York",https://www.nlrb.gov/case/02-CB-271956,"National Association of Letter Carriers, Branch 137 (United States Postal Service)"
02-CA-272032,01/27/2021,Open,600,"New York, NY","Region 02, New York, New York",https://www.nlrb.gov/case/02-CA-272032,The New Jewish Home
04-CA-271851,01/27/2021,Open,25000,"Scranton, PA","Region 04, Philadelphia, Pennsylvania",https://www.nlrb.gov/case/04-CA-271851,Geisinger Health System
19-CA-271915,01/27/2021,Open,50,"Arlington, WA","Region 19, Seattle, Washington",https://www.nlrb.gov/case/19-CA-271915,Carpenters Employers and Apprenticeship Training Trust Fund of Washington-Idaho
32-CA-271942,01/27/2021,Open,50,"Reno, NV","Region 32, Oakland, California",https://www.nlrb.gov/case/32-CA-271942,"Keolis Transit America, Inc."
15-CA-271912,01/27/2021,Open,300,"Little Rock, AR","Region 15, New Orleans, Louisiana",https://www.nlrb.gov/case/15-CA-271912,United States Postal Service
10-CA-271884,01/27/2021,Open,5,"Paducah, KY","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CA-271884,"Johnston Fire Services, LLC"
20-CB-271993,01/27/2021,Open,50,"San Francisco, CA","Region 20, San Francisco, California",https://www.nlrb.gov/case/20-CB-271993,Sheet Metal Workers Local 104 (Marelich Mechanical)
22-CA-271850,01/27/2021,Open,20,"Berkeley Heights, NJ","Region 22, Newark, New Jersey",https://www.nlrb.gov/case/22-CA-271850,United Sates Postal Service
13-CB-271921,01/27/2021,Open,25,"Chicago, IL","Region 13, Chicago, Illinois",https://www.nlrb.gov/case/13-CB-271921,American Postal Workers Union Chicago Area Local 1 (United States Postal Service)
01-CB-271857,01/27/2021,Open,200,"Hartford, CT","Region 01, Boston, Massachusetts",https://www.nlrb.gov/case/01-CB-271857,New England Health Care Employees Union District 1199 SEIU (Morrison Healthcare and Yale New Haven Hospital)
03-CA-271842,01/27/2021,Open,200,"Feura Bush, NY","Region 03, Buffalo, New York",https://www.nlrb.gov/case/03-CA-271842,Owens Corning
19-CB-271882,01/27/2021,Open,10,"Seattle, WA","Region 19, Seattle, Washington",https://www.nlrb.gov/case/19-CB-271882,APWU (United States Postal Service)
16-CA-271907,01/27/2021,Open,120,"Corpus Christi, TX","Region 16, Fort Worth, Texas",https://www.nlrb.gov/case/16-CA-271907,United States Postal Service
12-CA-271873,01/27/2021,Open,200,"Catano, PR","Region 12, Tampa, Florida",https://www.nlrb.gov/case/12-CA-271873,United States Postal Service
01-CA-271841,01/27/2021,Open,8,"Windsor, CT","Region 01, Boston, Massachusetts",https://www.nlrb.gov/case/01-CA-271841,United States Postal Service
15-CB-271893,01/27/2021,Open,300,"New Orleans, LA","Region 15, New Orleans, Louisiana",https://www.nlrb.gov/case/15-CB-271893,"American Postal Workers Union, Local 83 (United States Postal Service)"
02-CA-271876,01/27/2021,Open,100,"New York, NY","Region 02, New York, New York",https://www.nlrb.gov/case/02-CA-271876,Michael Cetta Inc. d/b/a Sparks Steak House
13-CB-272010,01/27/2021,Open,1500,"Chicago, IL","Region 13, Chicago, Illinois",https://www.nlrb.gov/case/13-CB-272010,"American Postal Worker Union, Local 1 (United States Postal Service)"
13-CB-271865,01/27/2021,Open,25,"Chicago, IL","Region 13, Chicago, Illinois",https://www.nlrb.gov/case/13-CB-271865,NALC Branch 11 (United States Postal Service)
20-CA-271902,01/27/2021,Open,100,"Napa, CA","Region 20, San Francisco, California",https://www.nlrb.gov/case/20-CA-271902,Providence St Joseph Health at Queen of The Valley
05-CA-271948,01/27/2021,Open,50,"Alexandria, VA","Region 05, Baltimore, Maryland",https://www.nlrb.gov/case/05-CA-271948,Democracy Federal Credit Union
29-CA-271863,01/27/2021,Open,55,"Rego Park, NY","Region 29, Brooklyn, New York",https://www.nlrb.gov/case/29-CA-271863,USPS
28-CA-271885,01/27/2021,Open,300,"Las Vegas, NV","Region 28, Phoenix, Arizona",https://www.nlrb.gov/case/28-CA-271885,Trump Ruffin Commercial LLC
13-CC-271855,01/27/2021,Closed,15,"Elmhurst, IL","Region 13, Chicago, Illinois",https://www.nlrb.gov/case/13-CC-271855,"International Union of Operating Engineers, Local 150 (Randall Industries)"
02-CB-272008,01/27/2021,Open,100,"Bronx, NY","Region 02, New York, New York",https://www.nlrb.gov/case/02-CB-272008,"1199/SEIU, United Healthcare Workers East (Bronx Park Rehabilitation and Nursing Center)"
02-CA-271939,01/27/2021,Open,100,"Bronx, NY","Region 02, New York, New York",https://www.nlrb.gov/case/02-CA-271939,United States Postal Service
02-CA-272004,01/27/2021,Open,100,"Bronx, NY","Region 02, New York, New York",https://www.nlrb.gov/case/02-CA-272004,Bronx Park Rehabilitation and Nursing Center
12-CA-271909,01/27/2021,Open,500,"Miami, FL","Region 12, Tampa, Florida",https://www.nlrb.gov/case/12-CA-271909,United States Postal Service
10-CB-271844,01/27/2021,Open,50,"Charlotte, NC","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CB-271844,IBT Teamsters Local Union 71 (American Red Cross)
25-CA-271896,01/27/2021,Open,185,"Rockford, IL","Region 25, Indianapolis, Indiana",https://www.nlrb.gov/case/25-CA-271896,Performance Foods Group
21-CA-271957,01/27/2021,Open,187,"La Mirada, CA","Region 21, Los Angeles, California",https://www.nlrb.gov/case/21-CA-271957,Usfoods
15-CA-271892,01/27/2021,Open,600,"Memphis, TN","Region 15, New Orleans, Louisiana",https://www.nlrb.gov/case/15-CA-271892,UNITED STATES POSTAL SERVICE
12-CB-271933,01/27/2021,Open,200,"West Palm Beach, FL","Region 12, Tampa, Florida",https://www.nlrb.gov/case/12-CB-271933,National Postal Mail Handlers Union (United States Postal Service)
02-CA-271871,01/27/2021,Open,11,"New York, NY","Region 02, New York, New York",https://www.nlrb.gov/case/02-CA-271871,Wash Supply Inc and LIOX Inc.
02-CA-271931,01/27/2021,Open,100,"New York, NY","Region 02, New York, New York",https://www.nlrb.gov/case/02-CA-271931,Michael Cetta Inc. d/b/a Sparks Steak House
02-CA-271935,01/27/2021,Open,100,"New York, NY","Region 02, New York, New York",https://www.nlrb.gov/case/02-CA-271935,Michael Cetta Inc. d/b/a Sparks Steak House
29-CA-271926,01/27/2021,Open,30,"Brooklyn, NY","Region 29, Brooklyn, New York",https://www.nlrb.gov/case/29-CA-271926,Sea Gate Associations
20-CA-271906,01/27/2021,Open,100,"Napa, CA","Region 20, San Francisco, California",https://www.nlrb.gov/case/20-CA-271906,Providence St Joseph Health at Queen of The Valley
32-CA-271945,01/27/2021,Open,50,"Santa Cruz, CA","Region 32, Oakland, California",https://www.nlrb.gov/case/32-CA-271945,"Santa Cruz Skilled Nursing Center, Inc. d/b/a Hearts & Hands, Post Acute Care & Rehab Center"
31-CA-271925,01/27/2021,Open,2,"Studio City, CA","Region 31, Los Angeles, California",https://www.nlrb.gov/case/31-CA-271925,Art Directors Guild
28-CA-271941,01/27/2021,Open,20,"Chandler, AZ","Region 28, Phoenix, Arizona",https://www.nlrb.gov/case/28-CA-271941,Dignity Health at Home - Catholic Health Initiative/Commonspirit
15-CB-271797,01/26/2021,Open,0,"Little Rock, AR","Region 15, New Orleans, Louisiana",https://www.nlrb.gov/case/15-CB-271797,Security Police Fire Professionals of America (North American Security)
04-CA-271806,01/26/2021,Open,11,"Norristown, PA","Region 04, Philadelphia, Pennsylvania",https://www.nlrb.gov/case/04-CA-271806,Norristown Municipal Waste Authority
28-CB-271888,01/26/2021,Open,1,"Albuquerque, NM","Region 28, Phoenix, Arizona",https://www.nlrb.gov/case/28-CB-271888,National Postal Mailhandlers Union Local 331 (United States Postal Service)
27-CA-271827,01/26/2021,Open,12,"Fort Collins, CO","Region 27, Denver, Colorado",https://www.nlrb.gov/case/27-CA-271827,"Lincare, Inc."
12-CA-271835,01/26/2021,Open,200,"Catano, PR","Region 12, Tampa, Florida",https://www.nlrb.gov/case/12-CA-271835,United States Postal Service
02-CA-271872,01/26/2021,Open,400,"White Plains, NY","Region 02, New York, New York",https://www.nlrb.gov/case/02-CA-271872,White Plains Hospital
28-CA-271847,01/26/2021,Open,1000,"Las Vegas, NV","Region 28, Phoenix, Arizona",https://www.nlrb.gov/case/28-CA-271847,"Ramparts, Inc. d/b/a Luxor Hotel & Casino"
15-CA-271928,01/26/2021,Open,200,"Little Rock, AR","Region 15, New Orleans, Louisiana",https://www.nlrb.gov/case/15-CA-271928,United States Postal Service
03-CA-271790,01/26/2021,Open,37,"Buffalo, NY","Region 03, Buffalo, New York",https://www.nlrb.gov/case/03-CA-271790,"People United for Sustainable Housing, Inc."
12-CA-271813,01/26/2021,Open,168,"Homestead, FL","Region 12, Tampa, Florida",https://www.nlrb.gov/case/12-CA-271813,G4S Secure Solutions (USA) Inc.
05-CA-271950,01/26/2021,Open,2500,"Washington, DC","Region 05, Baltimore, Maryland",https://www.nlrb.gov/case/05-CA-271950,Howard University Hospital
21-CB-271889,01/26/2021,Open,100,"Riverside, CA","Region 21, Los Angeles, California",https://www.nlrb.gov/case/21-CB-271889,"Laborers' International Union of North America, Local 1184 (Various Employers)"
16-CA-271819,01/26/2021,Open,50,"Lubbock, TX","Region 16, Fort Worth, Texas",https://www.nlrb.gov/case/16-CA-271819,United States Postal Service
16-CB-271820,01/26/2021,Open,50,"Lubbock, TX","Region 16, Fort Worth, Texas",https://www.nlrb.gov/case/16-CB-271820,"American Postal Workers Union, Local 952 (United States Postal Service)"
09-CB-271838,01/26/2021,Open,25,"Lexington, KY","Region 09, Cincinnati, Ohio",https://www.nlrb.gov/case/09-CB-271838,"AMERICAN POSTAL WORKERS UNION, AFL-CIO (APWU), LOCAL 2307 (United States Postal Service)"
08-CA-271802,01/26/2021,Open,10,"Lorain, OH","Region 08, Cleveland, Ohio",https://www.nlrb.gov/case/08-CA-271802,O.E. Meyer Co.
03-CA-271801,01/26/2021,Open,300,"Lockport, NY","Region 03, Buffalo, New York",https://www.nlrb.gov/case/03-CA-271801,General Motors
12-CA-271852,01/26/2021,Open,100,"Jacksonville, FL","Region 12, Tampa, Florida",https://www.nlrb.gov/case/12-CA-271852,Student Transportation of America
10-CA-271796,01/26/2021,Open,100,"Charlotte, NC","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CA-271796,United States Postal Service
14-CB-271794,01/26/2021,Open,1500,"Wichita, KS","Region 14, Saint Louis, Missouri",https://www.nlrb.gov/case/14-CB-271794,"International Association of Machinists and Aerospace Workers, District Lodge 70 (Textron Aviation)"
01-CA-271804,01/26/2021,Open,12,"Vineyard Haven, MA","Region 01, Boston, Massachusetts",https://www.nlrb.gov/case/01-CA-271804,UNITED STATES POSTAL SERVICE
29-CA-271875,01/26/2021,Open,50,"Bellport, NY","Region 29, Brooklyn, New York",https://www.nlrb.gov/case/29-CA-271875,"Pro's Choice Beauty Care, Inc."
10-CB-271822,01/26/2021,Open,100,"Savannah, GA","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CB-271822,International Longshoremen's Association Local 1475 (Georgia Stevedore Association)
14-CA-271823,01/26/2021,Open,190,"Kansas City, MO","Region 14, Saint Louis, Missouri",https://www.nlrb.gov/case/14-CA-271823,Asplundh
21-CA-271920,01/26/2021,Open,164,"Portland, OR","Region 21, Los Angeles, California",https://www.nlrb.gov/case/21-CA-271920,Providence Milwaukie Hospital
20-CA-271831,01/26/2021,Open,100,"Barrigada, GU","Region 20, San Francisco, California",https://www.nlrb.gov/case/20-CA-271831,United States Postal Service
16-CB-271859,01/26/2021,Open,3000,"Beaumont, TX","Region 16, Fort Worth, Texas",https://www.nlrb.gov/case/16-CB-271859,"United Steelworkers of America, Local 13243 and United Steelworkers International Union (ExxonMobil Refinery)"
29-CA-271894,01/26/2021,Open,7,"Inwood, NY","Region 29, Brooklyn, New York",https://www.nlrb.gov/case/29-CA-271894,D. Daniels Contracting Ltd.
05-CA-271980,01/26/2021,Open,2500,"Washington, DC","Region 05, Baltimore, Maryland",https://www.nlrb.gov/case/05-CA-271980,Howard University Hospital
31-CB-271870,01/26/2021,Open,500,"North Hollywood, CA","Region 31, Los Angeles, California",https://www.nlrb.gov/case/31-CB-271870,"Service Employees International Union, United Healthcare Workers West (Southern California Permanente Medical Group)"
01-CA-271817,01/26/2021,Open,1000,"Boston, MA","Region 01, Boston, Massachusetts",https://www.nlrb.gov/case/01-CA-271817,BOSTON UNIVERSITY
05-CA-271975,01/26/2021,Open,2500,"Washington, DC","Region 05, Baltimore, Maryland",https://www.nlrb.gov/case/05-CA-271975,Howard University Hospital
29-CA-271878,01/26/2021,Open,50,"Bellport, NY","Region 29, Brooklyn, New York",https://www.nlrb.gov/case/29-CA-271878,QK Healthcare Inc.
16-CA-271887,01/26/2021,Open,442,"Houston, TX","Region 16, Fort Worth, Texas",https://www.nlrb.gov/case/16-CA-271887,"Houston Refining, LP"
03-CA-271810,01/26/2021,Open,260,"Rochester, NY","Region 03, Buffalo, New York",https://www.nlrb.gov/case/03-CA-271810,Paragon systems
03-CA-271788,01/26/2021,Open,37,"Buffalo, NY","Region 03, Buffalo, New York",https://www.nlrb.gov/case/03-CA-271788,"People United for Sustainable Housing, Inc."
20-CB-271886,01/26/2021,Open,100,"San Francisco, CA","Region 20, San Francisco, California",https://www.nlrb.gov/case/20-CB-271886,"National Association of Letter Carriers, Branch 214 (United States Postal Service)"
29-CA-271858,01/26/2021,Open,50,"Bellport, NY","Region 29, Brooklyn, New York",https://www.nlrb.gov/case/29-CA-271858,Quality King Distributors
15-CA-271864,01/26/2021,Open,500,"West Point, MS","Region 15, New Orleans, Louisiana",https://www.nlrb.gov/case/15-CA-271864,Yokohama Tire Manufacturing Mississippi LLC
28-CA-271843,01/26/2021,Open,35,"Flagstaff, AZ","Region 28, Phoenix, Arizona",https://www.nlrb.gov/case/28-CA-271843,United States Postal Service
29-CA-271910,01/26/2021,Open,50,"Port Washington, NY","Region 29, Brooklyn, New York",https://www.nlrb.gov/case/29-CA-271910,Paint Applicator Corp. of America d/b/a PACOA
02-CA-271862,01/26/2021,Open,40,"New York, NY","Region 02, New York, New York",https://www.nlrb.gov/case/02-CA-271862,Verizon
29-CA-271849,01/26/2021,Open,51,"Brooklyn, NY","Region 29, Brooklyn, New York",https://www.nlrb.gov/case/29-CA-271849,Long Island University
13-CA-271856,01/26/2021,Closed,11,"Elmhurst, IL","Region 13, Chicago, Illinois",https://www.nlrb.gov/case/13-CA-271856,"Randall Industries, Inc."
21-CA-271914,01/26/2021,Open,164,"Portland, OR","Region 21, Los Angeles, California",https://www.nlrb.gov/case/21-CA-271914,Providence Milwaukie Hospital
09-CA-271840,01/26/2021,Closed,180,"Cincinnati, OH","Region 09, Cincinnati, Ohio",https://www.nlrb.gov/case/09-CA-271840,Mauser Packaging Solutions
10-CA-271807,01/26/2021,Closed,100,"Columbia, SC","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CA-271807,United States Postal Service
28-CB-271837,01/26/2021,Open,1,"Las Vegas, NV","Region 28, Phoenix, Arizona",https://www.nlrb.gov/case/28-CB-271837,"International Union of Operating Engineers, Local 12, AFL-CIO (Presicion Pipeline West)"
10-CA-271793,01/26/2021,Open,300,"Fayetteville, NC","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CA-271793,United States Postal Service
12-CA-271836,01/26/2021,Open,300,"Hialeah, FL","Region 12, Tampa, Florida",https://www.nlrb.gov/case/12-CA-271836,United Parcel Service
03-CA-271809,01/26/2021,Open,30,"Ravena, NY","Region 03, Buffalo, New York",https://www.nlrb.gov/case/03-CA-271809,Lafarge Holcim
18-CA-271824,01/26/2021,Open,200,"Saint Paul Park, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-271824,Marathon Petroleum/St. Paul Park Refinery
03-CA-271718,01/25/2021,Open,150,"Newfane, NY","Region 03, Buffalo, New York",https://www.nlrb.gov/case/03-CA-271718,Newfane Rehabilitation and Health Care Center
18-CA-271740,01/25/2021,Open,200,"Racine, WI","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-271740,United States Postal Service
16-CA-271821,01/25/2021,Open,32,"Pasadena, TX","Region 16, Fort Worth, Texas",https://www.nlrb.gov/case/16-CA-271821,DuPont
13-CA-271761,01/25/2021,Open,5000,"Chicago, IL","Region 13, Chicago, Illinois",https://www.nlrb.gov/case/13-CA-271761,United States Postal Service
25-CA-271721,01/25/2021,Open,500,"Indianapolis, IN","Region 25, Indianapolis, Indiana",https://www.nlrb.gov/case/25-CA-271721,United States Postal Service
25-CA-271756,01/25/2021,Open,60,"Rockford, IL","Region 25, Indianapolis, Indiana",https://www.nlrb.gov/case/25-CA-271756,United States Postal Service
31-CA-271853,01/25/2021,Open,50,"Los Angeles, CA","Region 31, Los Angeles, California",https://www.nlrb.gov/case/31-CA-271853,"Mr. C Manager, LLC"
12-CB-271717,01/25/2021,Open,2,"Guaynabo, PR","Region 12, Tampa, Florida",https://www.nlrb.gov/case/12-CB-271717,National Association of Letter Carriers Local 869 (United States Postal Service - Guaynabo PO)
06-CA-271795,01/25/2021,Open,80,"Glen Dale, WV","Region 06, Pittsburgh, Pennsylvania",https://www.nlrb.gov/case/06-CA-271795,"Tecnocap, LLC"
13-CA-271867,01/25/2021,Open,70,"Niles, IL","Region 13, Chicago, Illinois",https://www.nlrb.gov/case/13-CA-271867,Fort Dearborn
32-CB-271861,01/25/2021,Open,100,"Concord, CA","Region 32, Oakland, California",https://www.nlrb.gov/case/32-CB-271861,Amalgamated Transit Union Local 1605 (Transdev CCCTA)
18-CB-271789,01/25/2021,Open,1001,"Robbinsdale, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CB-271789,SEIU 113 Healthcare MN (North Memorial Health)
02-CB-271731,01/25/2021,Open,1,"New York, NY","Region 02, New York, New York",https://www.nlrb.gov/case/02-CB-271731,SEIU 32BJ (Allied Universal Security)
31-CA-271818,01/25/2021,Open,2,"Riverside, CA","Region 31, Los Angeles, California",https://www.nlrb.gov/case/31-CA-271818,HCA Riverside Community Hospital
13-CB-271766,01/25/2021,Open,95,"Warrenville, IL","Region 13, Chicago, Illinois",https://www.nlrb.gov/case/13-CB-271766,"International Union, Security, Police and Fire Professionals of America and its Local 228 (Exelon Nuclear Security, LLC)"
15-CA-271734,01/25/2021,Open,500,"Byhalia, MS","Region 15, New Orleans, Louisiana",https://www.nlrb.gov/case/15-CA-271734,Volvo Group Trucking Operations
31-CA-271829,01/25/2021,Open,2,"West Hills, CA","Region 31, Los Angeles, California",https://www.nlrb.gov/case/31-CA-271829,West Hills Hospital & Medical Center
27-CA-271780,01/25/2021,Open,100,"Loveland, CO","Region 27, Denver, Colorado",https://www.nlrb.gov/case/27-CA-271780,United States Postal Service
29-CA-271771,01/25/2021,Open,500,"Brooklyn, NY","Region 29, Brooklyn, New York",https://www.nlrb.gov/case/29-CA-271771,HomeServe USA
19-CA-271767,01/25/2021,Open,75,"Richland, WA","Region 19, Seattle, Washington",https://www.nlrb.gov/case/19-CA-271767,Lourdes Health d/b/a Lourdes Counseling Center
22-CB-271784,01/25/2021,Open,12,"North Bergen, NJ","Region 22, Newark, New Jersey",https://www.nlrb.gov/case/22-CB-271784,LOCAL 1964 (National Retail Systems)
19-CA-271830,01/25/2021,Open,200,"Missoula, MT","Region 19, Seattle, Washington",https://www.nlrb.gov/case/19-CA-271830,United States Postal Service
10-CA-302565,09/01/2022,Open,50,"Spartanburg, SC","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CA-302565,United States Postal Service
10-CB-302570,09/01/2022,Open,50,"Spartanburg, SC","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CB-302570,American Postal Workers Union (United States Postal Service)
14-CB-302498,09/01/2022,Open,500,"Belleville, IL","Region 14, Saint Louis, Missouri",https://www.nlrb.gov/case/14-CB-302498,Teamster Local 50 (Various Construction Companies)
03-CA-302529,09/01/2022,Open,10,"Buffalo, NY","Region 03, Buffalo, New York",https://www.nlrb.gov/case/03-CA-302529,National Grid
08-CA-302552,09/01/2022,Open,400,"Northwood, OH","Region 08, Cleveland, Ohio",https://www.nlrb.gov/case/08-CA-302552,Adient
08-CA-302554,09/01/2022,Open,4,"Marietta, OH","Region 08, Cleveland, Ohio",https://www.nlrb.gov/case/08-CA-302554,Daniel R. Schmoldt Enterprises Inc. dba D.R.S. Enterprises
18-CB-302569,09/01/2022,Open,34000,"Edina, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CB-302569,Minnesota Nurses Association (MNA) (Fairview Health Services)
10-CA-302471,09/01/2022,Open,600,"Aiken, SC","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CA-302471,AGY
14-CB-302508,09/01/2022,Open,50,"Alton, IL","Region 14, Saint Louis, Missouri",https://www.nlrb.gov/case/14-CB-302508,Teamster Local #525 (Various Employers)
12-CA-302591,09/01/2022,Open,200,"Ponce, PR","Region 12, Tampa, Florida",https://www.nlrb.gov/case/12-CA-302591,United States Postal Service
21-CA-302536,09/01/2022,Open,50,"San Diego, CA","Region 21, Los Angeles, California",https://www.nlrb.gov/case/21-CA-302536,Craft in the Park
18-CB-302595,09/01/2022,Open,2700,"Duluth, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CB-302595,MINNESOTA NURSES ASSOCIATION (MNA) (St. Luke's Hospital)
18-CA-302541,09/01/2022,Open,1100,"Coon Rapids, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CA-302541,Allina Health - Unity Hospital
07-CB-302563,09/01/2022,Open,1200,"Evart, MI","Region 07, Detroit, Michigan",https://www.nlrb.gov/case/07-CB-302563,"Local 2270, United Automobile, Aerospace & Agricultural Implement Workers of America International Union (UAW), AFL-CIO, CLC (Ventra Evart, LLC)"
19-CA-302550,09/01/2022,Open,10,"Tacoma, WA","Region 19, Seattle, Washington",https://www.nlrb.gov/case/19-CA-302550,P&B Intermodal
15-CA-302562,09/01/2022,Open,200,"Baton Rouge, LA","Region 15, New Orleans, Louisiana",https://www.nlrb.gov/case/15-CA-302562,United States Postal Service
04-CA-302586,09/01/2022,Open,5,"Williamstown, NJ","Region 04, Philadelphia, Pennsylvania",https://www.nlrb.gov/case/04-CA-302586,Gardenview Opco LLC d/b/a Cedar Grove Respiratory & Nursing Center
03-CA-302495,09/01/2022,Open,50,"Syracuse, NY","Region 03, Buffalo, New York",https://www.nlrb.gov/case/03-CA-302495,Cafe Kubal (Eastwood)
14-CA-302503,09/01/2022,Open,20,"Kansas City, MO","Region 14, Saint Louis, Missouri",https://www.nlrb.gov/case/14-CA-302503,Diversified Restaurant Group and Taco Bell
21-CA-302523,09/01/2022,Open,60,"Los Angeles, CA","Region 21, Los Angeles, California",https://www.nlrb.gov/case/21-CA-302523,Inner City Law Center
18-CB-302590,09/01/2022,Open,37000,"Minneapolis, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CB-302590,Minnesota Nurses Association (MNA) (Fairview Health Services)
10-CA-302538,09/01/2022,Open,12,"Nashville, TN","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CA-302538,"Chaatable, LLC and Morph Hospitality Group, as joint employers"
10-CA-302583,09/01/2022,Open,60,"Murfreesboro, TN","Region 10, Atlanta, Georgia",https://www.nlrb.gov/case/10-CA-302583,United States Postal Service
03-CA-302517,09/01/2022,Open,10,"Syracuse, NY","Region 03, Buffalo, New York",https://www.nlrb.gov/case/03-CA-302517,"National Grid, doing business as Niagara Mohawk Power Corporation"
03-CA-302520,09/01/2022,Open,10,"Syracuse, NY","Region 03, Buffalo, New York",https://www.nlrb.gov/case/03-CA-302520,"National Grid, doing business as Niagara Mohawk Power Corporation"
18-CB-302566,09/01/2022,Open,5209,"Robbinsdale, MN","Region 18, Minneapolis, Minnesota",https://www.nlrb.gov/case/18-CB-302566,MINNESOTA NURSES ASSOCIATION (MNA) (North Memorial Health Care)
